year,month,prefecture,prefecture_total_job_count,national_total_job_count,source_sheet,source_url
2022,12,奈良県,20567,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,和歌山県,14761,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,鳥取県,13140,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,島根県,16480,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,岡山県,42596,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,広島県,59908,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,山口県,27219,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,徳島県,15180,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,香川県,21327,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,愛媛県,28194,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,高知県,13345,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,福岡県,99355,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,佐賀県,18052,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,長崎県,24387,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,熊本県,33537,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,大分県,23414,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,宮崎県,24672,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,鹿児島県,41499,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2022,12,沖縄県,25099,2252340,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,北海道,87032,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,青森県,24144,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,岩手県,24748,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,宮城県,45569,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,秋田県,20060,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,山形県,23432,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,福島県,37024,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,茨城県,47137,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,栃木県,37334,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,群馬県,34294,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,埼玉県,91499,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,千葉県,68132,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,東京都,292081,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,神奈川県,87256,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,新潟県,47234,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,富山県,21700,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,石川県,25380,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,福井県,19206,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,山梨県,16033,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,長野県,44486,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,岐阜県,43862,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,静岡県,62953,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,愛知県,122072,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,三重県,29340,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,滋賀県,23391,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,京都府,49237,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,大阪府,190048,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,兵庫県,77592,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,奈良県,20876,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,和歌山県,14611,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,鳥取県,13198,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,島根県,16767,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,岡山県,42083,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,広島県,60107,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,山口県,27757,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,徳島県,14926,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,香川県,22670,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,愛媛県,28599,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,高知県,14478,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,福岡県,98933,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,佐賀県,18353,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,長崎県,24966,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,熊本県,34212,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,大分県,24047,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,宮崎県,25137,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,鹿児島県,41774,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,1,沖縄県,26726,2262496,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,北海道,87986,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,青森県,24680,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,岩手県,26878,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,宮城県,47028,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,秋田県,21483,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,山形県,24621,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,福島県,38597,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,茨城県,49907,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,栃木県,38484,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,群馬県,34549,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,埼玉県,91424,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,千葉県,70451,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,東京都,294937,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,神奈川県,88660,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,新潟県,49569,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,富山県,22805,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,石川県,25653,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,福井県,20064,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,山梨県,16947,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,長野県,45559,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,岐阜県,44367,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,静岡県,63518,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,愛知県,123575,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,三重県,30392,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,滋賀県,24983,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,京都府,49865,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,大阪府,195784,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,兵庫県,76688,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,奈良県,22202,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,和歌山県,14913,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,鳥取県,13565,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,島根県,17344,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,岡山県,41973,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,広島県,59672,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,山口県,27652,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,徳島県,14796,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,香川県,23241,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,愛媛県,28593,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,高知県,15427,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,福岡県,101953,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,佐賀県,18659,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,長崎県,26385,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,熊本県,35271,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,大分県,24955,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,宮崎県,26323,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,鹿児島県,42576,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,2,沖縄県,29085,2314039,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,北海道,90352,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,青森県,26349,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,岩手県,26078,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,宮城県,47017,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,秋田県,21308,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,山形県,24890,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,福島県,38084,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,茨城県,50274,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,栃木県,38821,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,群馬県,34515,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,埼玉県,89531,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,千葉県,71329,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,東京都,302147,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,神奈川県,89427,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,新潟県,51750,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,富山県,23644,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,石川県,26234,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,福井県,20004,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,山梨県,16595,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,長野県,45527,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,岐阜県,44336,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,静岡県,63120,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,愛知県,122602,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,三重県,30577,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,滋賀県,23874,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,京都府,49136,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,大阪府,199039,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,兵庫県,77524,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,奈良県,21529,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,和歌山県,15350,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,鳥取県,13672,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,島根県,16990,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,岡山県,41836,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,広島県,61378,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,山口県,27829,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,徳島県,15063,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,香川県,23230,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,愛媛県,28528,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,高知県,16028,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,福岡県,104749,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,佐賀県,18020,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,長崎県,27287,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,熊本県,35192,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,大分県,25803,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,宮崎県,27235,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,鹿児島県,42185,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,3,沖縄県,29530,2335518,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,北海道,86762,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,青森県,25511,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,岩手県,22930,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,宮城県,44887,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,秋田県,19638,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,山形県,23048,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,福島県,36011,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,茨城県,46273,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,栃木県,38087,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,群馬県,33476,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,埼玉県,85993,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,千葉県,67861,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,東京都,289775,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,神奈川県,85609,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,新潟県,49857,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,富山県,22419,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,石川県,25041,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,福井県,18903,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,山梨県,15628,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,長野県,43480,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,岐阜県,41632,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,静岡県,61830,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,愛知県,116860,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,三重県,28924,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,滋賀県,21949,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,京都府,47887,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,大阪府,193661,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,兵庫県,75988,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,奈良県,19871,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,和歌山県,14820,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
2023,4,鳥取県,13048,2233720,第１４表ー４（パート含む常用）,https://www.e-stat.go.jp/stat-search/file-download?statInfId=000040428402&fileKind=0
