year,month,major_category,estat_job_count,coverage_rate,estimated_national_job_count,coverage_source,notes
2024,9,専門・技術,991779,0.34,,default_heuristic,レビュー用の見直し後初期値
2024,9,建設・採掘,224310,0.55,,default_heuristic,レビュー用の見直し後初期値
2024,9,生産工程,402362,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,9,管理,5657,0.20,,default_heuristic,レビュー用の見直し後初期値
2024,9,販売,415690,0.35,,default_heuristic,レビュー用の見直し後初期値
2024,9,輸送・機械運転,254858,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,9,農林漁業,16257,0.65,,default_heuristic,レビュー用の見直し後初期値
2024,9,運搬・清掃・包装等,380902,0.48,,default_heuristic,レビュー用の見直し後初期値
2024,9,集計区分,287449,,,,
2024,10,サービス,1054419,0.45,,default_heuristic,レビュー用の見直し後初期値
2024,10,事務,423256,0.35,,default_heuristic,レビュー用の見直し後初期値
2024,10,保安,87146,0.45,,default_heuristic,レビュー用の見直し後初期値
2024,10,分類不能,0,,,,
2024,10,専門・技術,1017229,0.34,,default_heuristic,レビュー用の見直し後初期値
2024,10,建設・採掘,229900,0.55,,default_heuristic,レビュー用の見直し後初期値
2024,10,生産工程,415590,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,10,管理,5810,0.20,,default_heuristic,レビュー用の見直し後初期値
2024,10,販売,428032,0.35,,default_heuristic,レビュー用の見直し後初期値
2024,10,輸送・機械運転,263440,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,10,農林漁業,16466,0.65,,default_heuristic,レビュー用の見直し後初期値
2024,10,運搬・清掃・包装等,394928,0.48,,default_heuristic,レビュー用の見直し後初期値
2024,10,集計区分,295898,,,,
2024,11,サービス,1039687,0.45,,default_heuristic,レビュー用の見直し後初期値
2024,11,事務,415598,0.35,,default_heuristic,レビュー用の見直し後初期値
2024,11,保安,88871,0.45,,default_heuristic,レビュー用の見直し後初期値
2024,11,分類不能,0,,,,
2024,11,専門・技術,1023437,0.34,,default_heuristic,レビュー用の見直し後初期値
2024,11,建設・採掘,229404,0.55,,default_heuristic,レビュー用の見直し後初期値
2024,11,生産工程,410630,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,11,管理,6135,0.20,,default_heuristic,レビュー用の見直し後初期値
2024,11,販売,422996,0.35,,default_heuristic,レビュー用の見直し後初期値
2024,11,輸送・機械運転,262090,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,11,農林漁業,15755,0.65,,default_heuristic,レビュー用の見直し後初期値
2024,11,運搬・清掃・包装等,382464,0.48,,default_heuristic,レビュー用の見直し後初期値
2024,11,集計区分,293429,,,,
2024,12,サービス,1008412,0.45,,default_heuristic,レビュー用の見直し後初期値
2024,12,事務,415778,0.35,,default_heuristic,レビュー用の見直し後初期値
2024,12,保安,88629,0.45,,default_heuristic,レビュー用の見直し後初期値
2024,12,分類不能,0,,,,
2024,12,専門・技術,1024284,0.34,,default_heuristic,レビュー用の見直し後初期値
2024,12,建設・採掘,224590,0.55,,default_heuristic,レビュー用の見直し後初期値
2024,12,生産工程,398892,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,12,管理,6266,0.20,,default_heuristic,レビュー用の見直し後初期値
2024,12,販売,410436,0.35,,default_heuristic,レビュー用の見直し後初期値
2024,12,輸送・機械運転,254078,0.50,,default_heuristic,レビュー用の見直し後初期値
2024,12,農林漁業,14808,0.65,,default_heuristic,レビュー用の見直し後初期値
2024,12,運搬・清掃・包装等,364832,0.48,,default_heuristic,レビュー用の見直し後初期値
2024,12,集計区分,286433,,,,
2025,1,サービス,974365,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,1,事務,443164,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,1,保安,89116,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,1,分類不能,0,,,,
2025,1,専門・技術,1032201,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,1,建設・採掘,222196,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,1,生産工程,394628,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,1,管理,6361,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,1,販売,407872,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,1,輸送・機械運転,252132,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,1,農林漁業,15721,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,1,運搬・清掃・包装等,359580,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,1,集計区分,279024,,,,
2025,2,サービス,968415,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,2,事務,468978,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,2,保安,89655,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,2,分類不能,0,,,,
2025,2,専門・技術,1042917,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,2,建設・採掘,225806,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,2,生産工程,399440,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,2,管理,6101,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,2,販売,403292,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,2,輸送・機械運転,254818,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,2,農林漁業,16940,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,2,運搬・清掃・包装等,364680,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,2,集計区分,276441,,,,
2025,3,サービス,978958,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,3,事務,457062,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,3,保安,91623,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,3,分類不能,0,,,,
2025,3,専門・技術,1031240,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,3,建設・採掘,231198,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,3,生産工程,403256,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,3,管理,6178,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,3,販売,402540,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,3,輸送・機械運転,259468,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,3,農林漁業,17835,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,3,運搬・清掃・包装等,375566,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,3,集計区分,276616,,,,
2025,4,サービス,977682,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,4,事務,417744,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,4,保安,90512,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,4,分類不能,0,,,,
2025,4,専門・技術,997632,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,4,建設・採掘,232042,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,4,生産工程,399756,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,4,管理,6661,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,4,販売,396590,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,4,輸送・機械運転,258858,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,4,農林漁業,17452,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,4,運搬・清掃・包装等,371478,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,4,集計区分,274516,,,,
2025,5,サービス,985251,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,5,事務,399862,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,5,保安,88397,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,5,分類不能,0,,,,
2025,5,専門・技術,979215,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,5,建設・採掘,231452,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,5,生産工程,391628,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,5,管理,6399,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,5,販売,391964,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,5,輸送・機械運転,255518,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,5,農林漁業,16593,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,5,運搬・清掃・包装等,364154,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,5,集計区分,278051,,,,
2025,6,サービス,977912,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,6,事務,387834,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,6,保安,89094,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,6,分類不能,0,,,,
2025,6,専門・技術,973152,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,6,建設・採掘,231820,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,6,生産工程,388452,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,6,管理,6379,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,6,販売,390022,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,6,輸送・機械運転,254094,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,6,農林漁業,16110,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,6,運搬・清掃・包装等,356002,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,6,集計区分,279077,,,,
2025,7,サービス,979199,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,7,事務,389094,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,7,保安,91392,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,7,分類不能,0,,,,
2025,7,専門・技術,981123,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,7,建設・採掘,229716,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,7,生産工程,391668,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,7,管理,5838,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,7,販売,391988,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,7,輸送・機械運転,255882,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,7,農林漁業,15747,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,7,運搬・清掃・包装等,358668,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,7,集計区分,283343,,,,
2025,8,サービス,961750,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,8,事務,380950,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,8,保安,89370,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,8,分類不能,0,,,,
2025,8,専門・技術,965366,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,8,建設・採掘,224474,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,8,生産工程,384258,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,8,管理,5980,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,8,販売,379142,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,8,輸送・機械運転,251466,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,8,農林漁業,15432,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,8,運搬・清掃・包装等,352204,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,8,集計区分,282503,,,,
2025,9,サービス,976404,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,9,事務,388968,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,9,保安,89114,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,9,分類不能,0,,,,
2025,9,専門・技術,972722,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,9,建設・採掘,224640,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,9,生産工程,392946,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,9,管理,5995,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,9,販売,382030,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,9,輸送・機械運転,253724,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,9,農林漁業,15771,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,9,運搬・清掃・包装等,361530,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,9,集計区分,284146,,,,
2025,10,サービス,990474,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,10,事務,393076,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,10,保安,90061,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,10,分類不能,0,,,,
2025,10,専門・技術,985924,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,10,建設・採掘,227224,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,10,生産工程,398084,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,10,管理,5992,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,10,販売,382338,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,10,輸送・機械運転,256176,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,10,農林漁業,16003,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,10,運搬・清掃・包装等,366854,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,10,集計区分,290600,,,,
2025,11,サービス,962279,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,11,事務,377788,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,11,保安,90521,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,11,分類不能,0,,,,
2025,11,専門・技術,973831,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,11,建設・採掘,222008,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,11,生産工程,385040,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,11,管理,5693,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,11,販売,372478,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,11,輸送・機械運転,250170,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,11,農林漁業,15202,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,11,運搬・清掃・包装等,347722,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,11,集計区分,281789,,,,
2025,12,サービス,940792,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,12,事務,385610,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,12,保安,89240,0.45,,default_heuristic,レビュー用の見直し後初期値
2025,12,分類不能,0,,,,
2025,12,専門・技術,984538,0.34,,default_heuristic,レビュー用の見直し後初期値
2025,12,建設・採掘,217086,0.55,,default_heuristic,レビュー用の見直し後初期値
2025,12,生産工程,382806,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,12,管理,5758,0.20,,default_heuristic,レビュー用の見直し後初期値
2025,12,販売,365520,0.35,,default_heuristic,レビュー用の見直し後初期値
2025,12,輸送・機械運転,245214,0.50,,default_heuristic,レビュー用の見直し後初期値
2025,12,農林漁業,14630,0.65,,default_heuristic,レビュー用の見直し後初期値
2025,12,運搬・清掃・包装等,332618,0.48,,default_heuristic,レビュー用の見直し後初期値
2025,12,集計区分,280652,,,,
2026,1,サービス,922409,0.45,,default_heuristic,レビュー用の見直し後初期値
2026,1,事務,415764,0.35,,default_heuristic,レビュー用の見直し後初期値
2026,1,保安,87258,0.45,,default_heuristic,レビュー用の見直し後初期値
2026,1,分類不能,0,,,,
2026,1,専門・技術,996973,0.34,,default_heuristic,レビュー用の見直し後初期値
2026,1,建設・採掘,213004,0.55,,default_heuristic,レビュー用の見直し後初期値
2026,1,生産工程,385574,0.50,,default_heuristic,レビュー用の見直し後初期値
2026,1,管理,5763,0.20,,default_heuristic,レビュー用の見直し後初期値
2026,1,販売,361134,0.35,,default_heuristic,レビュー用の見直し後初期値
2026,1,輸送・機械運転,246672,0.50,,default_heuristic,レビュー用の見直し後初期値
2026,1,農林漁業,15359,0.65,,default_heuristic,レビュー用の見直し後初期値
2026,1,運搬・清掃・包装等,330890,0.48,,default_heuristic,レビュー用の見直し後初期値
2026,1,集計区分,274133,,,,
2026,2,サービス,919529,0.45,,default_heuristic,レビュー用の見直し後初期値
2026,2,事務,442130,0.35,,default_heuristic,レビュー用の見直し後初期値
2026,2,保安,88881,0.45,,default_heuristic,レビュー用の見直し後初期値
2026,2,分類不能,0,,,,
2026,2,専門・技術,998823,0.34,,default_heuristic,レビュー用の見直し後初期値
2026,2,建設・採掘,218658,0.55,,default_heuristic,レビュー用の見直し後初期値
2026,2,生産工程,392750,0.50,,default_heuristic,レビュー用の見直し後初期値
2026,2,管理,5974,0.20,,default_heuristic,レビュー用の見直し後初期値
2026,2,販売,363460,0.35,,default_heuristic,レビュー用の見直し後初期値
2026,2,輸送・機械運転,248544,0.50,,default_heuristic,レビュー用の見直し後初期値
2026,2,農林漁業,16723,0.65,,default_heuristic,レビュー用の見直し後初期値
2026,2,運搬・清掃・包装等,338744,0.48,,default_heuristic,レビュー用の見直し後初期値
2026,2,集計区分,271168,,,,
