year,month,major_category,occupation_name,jobmedley_related,estat_job_count,major_category_coverage_rate,occupation_relative_factor,coverage_rate,estimated_national_job_count,factor_source,confidence,notes
2023,2,集計区分,介護関係職種（注２）カ,false,273617,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,2,事務,会計事務従事者,true,19700,0.350000,0.90,0.315000,62540,default_heuristic,low,
2023,2,専門・技術,保健医療サービス職業従事者,false,28679,0.340000,1.00,0.340000,84350,default_neutral,low,
2023,2,専門・技術,保健師，助産師，看護師,true,106444,0.340000,1.25,0.425000,250456,default_heuristic,low,
2023,2,保安,保安職業従事者,false,78819,0.450000,1.00,0.450000,175153,default_neutral,low,
2023,2,分類不能,分類不能の職業,false,0,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,2,運搬・清掃・包装等,包装従事者,false,9951,0.480000,1.00,0.480000,20731,default_neutral,low,
2023,2,専門・技術,医師，歯科医師，獣医師，薬剤師,true,10040,0.340000,1.15,0.391000,25678,default_heuristic,low,
2023,2,専門・技術,医療技術者,true,41740,0.340000,1.10,0.374000,111604,default_heuristic,low,
2023,2,販売,商品販売従事者,false,126349,0.350000,0.75,0.262500,481330,default_heuristic,low,
2023,2,事務,営業・販売事務従事者,false,21579,0.350000,0.85,0.297500,72534,default_heuristic,low,
2023,2,販売,営業職業従事者,true,80685,0.350000,0.85,0.297500,271210,default_heuristic,low,
2023,2,建設・採掘,土木作業従事者,false,44761,0.550000,1.00,0.550000,81384,default_neutral,low,
2023,2,事務,外勤事務従事者,false,1029,0.350000,1.00,0.350000,2940,default_neutral,low,
2023,2,輸送・機械運転,定置・建設機械運転従事者,false,19308,0.500000,1.00,0.500000,38616,default_neutral,low,
2023,2,サービス,家庭生活支援サービス職業従事者,true,2173,0.450000,1.00,0.450000,4829,default_neutral,low,
2023,2,専門・技術,専門的・技術的職業従事者,false,510856,0.340000,1.00,0.340000,1502518,default_neutral,low,
2023,2,サービス,居住施設・ビル等管理人,false,10553,0.450000,1.00,0.450000,23451,default_neutral,low,
2023,2,専門・技術,建築・土木・測量技術者,false,61972,0.340000,1.05,0.357000,173591,default_heuristic,low,
2023,2,建設・採掘,建設・採掘従事者,false,118680,0.550000,1.00,0.550000,215782,default_neutral,low,
2023,2,建設・採掘,建設従事者（建設躯体工事従事者を除く）,false,32365,0.550000,1.10,0.605000,53496,default_heuristic,low,
2023,2,建設・採掘,建設躯体工事従事者,false,22350,0.550000,1.10,0.605000,36942,default_heuristic,low,
2023,2,専門・技術,情報処理・通信技術者,false,49379,0.340000,0.55,0.187000,264059,default_heuristic,low,
2023,2,建設・採掘,採掘従事者,false,335,0.550000,1.00,0.550000,609,default_neutral,low,
2023,2,サービス,接客・給仕職業従事者,false,89963,0.450000,0.95,0.427500,210440,default_heuristic,low,
2023,2,生産工程,機械整備・修理従事者,false,37042,0.500000,1.00,0.500000,74084,default_neutral,low,
2023,2,生産工程,機械検査従事者,false,4119,0.500000,1.00,0.500000,8238,default_neutral,low,
2023,2,生産工程,機械組立従事者,false,26214,0.500000,1.00,0.500000,52428,default_neutral,low,
2023,2,生産工程,機械組立設備制御・監視従事者,false,2102,0.500000,1.00,0.500000,4204,default_neutral,low,
2023,2,運搬・清掃・包装等,清掃従事者,true,85296,0.480000,1.05,0.504000,169238,default_heuristic,low,
2023,2,サービス,生活衛生サービス職業従事者,false,36800,0.450000,0.95,0.427500,86082,default_heuristic,low,
2023,2,生産工程,生産工程従事者,false,227946,0.500000,1.10,0.550000,414447,default_heuristic,low,
2023,2,生産工程,生産設備制御・監視従事者（金属製品を除く）セ,false,5899,0.500000,1.00,0.500000,11798,default_neutral,low,
2023,2,生産工程,生産設備制御・監視従事者（金属製品）セ,false,2884,0.500000,1.00,0.500000,5768,default_neutral,low,
2023,2,生産工程,生産関連・生産類似作業従事者,false,15041,0.500000,1.00,0.500000,30082,default_neutral,low,
2023,2,事務,生産関連事務従事者,false,15922,0.350000,1.00,0.350000,45491,default_neutral,low,
2023,2,専門・技術,社会福祉専門職業従事者,true,133589,0.340000,1.20,0.408000,327424,default_heuristic,low,
2023,2,管理,管理的職業従事者,false,7382,0.200000,0.60,0.120000,61517,default_heuristic,low,
2023,2,専門・技術,美術家，デザイナー，写真家，映像撮影者,false,5859,0.340000,0.45,0.153000,38294,default_heuristic,low,
2023,2,総計,職業計,false,2314039,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,2,輸送・機械運転,自動車運転従事者,true,105897,0.500000,1.10,0.550000,192540,default_heuristic,low,
2023,2,輸送・機械運転,船舶・航空機運転従事者,false,91,0.500000,1.00,0.500000,182,default_neutral,low,
2023,2,生産工程,製品検査従事者（金属製品を除く）,false,6979,0.500000,1.00,0.500000,13958,default_neutral,low,
2023,2,生産工程,製品検査従事者（金属製品）,false,4073,0.500000,1.00,0.500000,8146,default_neutral,low,
2023,2,生産工程,製品製造・加工処理従事者（金属製品を除く）,false,77083,0.500000,1.00,0.500000,154166,default_neutral,low,
2023,2,生産工程,製品製造・加工処理従事者（金属製品）セ,false,46510,0.500000,1.00,0.500000,93020,default_neutral,low,
2023,2,専門・技術,製造技術者（開発を除く）,false,13632,0.340000,0.90,0.306000,44549,default_heuristic,low,
2023,2,専門・技術,製造技術者（開発）,false,14781,0.340000,0.75,0.255000,57965,default_heuristic,low,
2023,2,販売,販売従事者,false,213649,0.350000,0.80,0.280000,763032,default_heuristic,low,
2023,2,販売,販売類似職業従事者,false,6615,0.350000,0.85,0.297500,22235,default_heuristic,low,
2023,2,輸送・機械運転,輸送・機械運転従事者,false,132523,0.500000,1.05,0.525000,252425,default_heuristic,low,
2023,2,農林漁業,農林漁業従事者,false,18657,0.650000,1.00,0.650000,28703,default_neutral,low,
2023,2,運搬・清掃・包装等,運搬・清掃・包装等従事者,false,210531,0.480000,1.05,0.504000,417720,default_heuristic,low,
2023,2,運搬・清掃・包装等,運搬従事者,false,58071,0.480000,1.00,0.480000,120981,default_neutral,low,
2023,2,事務,運輸・郵便事務従事者,false,6238,0.350000,1.00,0.350000,17823,default_neutral,low,
2023,2,輸送・機械運転,鉄道運転従事者,false,67,0.500000,1.00,0.500000,134,default_neutral,low,
2023,2,建設・採掘,電気工事従事者,false,18869,0.550000,1.10,0.605000,31188,default_heuristic,low,
2023,2,サービス,飲食物調理従事者,true,134655,0.450000,1.00,0.450000,299233,default_neutral,low,
2023,3,サービス,その他のサービス職業従事者,false,34496,0.450000,1.00,0.450000,76658,default_neutral,low,
2023,3,専門・技術,その他の保健医療従事者,false,23384,0.340000,1.00,0.340000,68776,default_neutral,low,
2023,3,専門・技術,その他の専門的職業,false,42076,0.340000,1.00,0.340000,123753,default_neutral,low,
2023,3,専門・技術,その他の技術者,false,3778,0.340000,1.00,0.340000,11112,default_neutral,low,
2023,3,輸送・機械運転,その他の輸送従事者,false,7325,0.500000,1.00,0.500000,14650,default_neutral,low,
2023,3,運搬・清掃・包装等,その他の運搬・清掃・包装等従事者,false,58633,0.480000,1.00,0.480000,122152,default_neutral,low,
2023,3,サービス,サービス職業従事者,false,549275,0.450000,0.95,0.427500,1284854,default_heuristic,low,
2023,3,事務,一般事務従事者,true,180711,0.350000,0.85,0.297500,607432,default_heuristic,low,
2023,3,事務,事務従事者,true,251201,0.350000,0.85,0.297500,844373,default_heuristic,low,
2023,3,事務,事務用機器操作員,false,4624,0.350000,1.00,0.350000,13211,default_neutral,low,
2023,3,サービス,介護サービス職業従事者,true,203202,0.450000,1.25,0.562500,361248,default_heuristic,low,
2023,3,集計区分,介護関係職種（注２）カ,false,276979,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,3,事務,会計事務従事者,true,20269,0.350000,0.90,0.315000,64346,default_heuristic,low,
2023,3,専門・技術,保健医療サービス職業従事者,false,29252,0.340000,1.00,0.340000,86035,default_neutral,low,
2023,3,専門・技術,保健師，助産師，看護師,true,105853,0.340000,1.25,0.425000,249066,default_heuristic,low,
2023,3,保安,保安職業従事者,false,82118,0.450000,1.00,0.450000,182484,default_neutral,low,
2023,3,分類不能,分類不能の職業,false,0,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,3,運搬・清掃・包装等,包装従事者,false,10313,0.480000,1.00,0.480000,21485,default_neutral,low,
2023,3,専門・技術,医師，歯科医師，獣医師，薬剤師,true,10187,0.340000,1.15,0.391000,26054,default_heuristic,low,
2023,3,専門・技術,医療技術者,true,42487,0.340000,1.10,0.374000,113602,default_heuristic,low,
2023,3,販売,商品販売従事者,false,129467,0.350000,0.75,0.262500,493208,default_heuristic,low,
2023,3,事務,営業・販売事務従事者,false,21868,0.350000,0.85,0.297500,73506,default_heuristic,low,
2023,3,販売,営業職業従事者,true,81447,0.350000,0.85,0.297500,273771,default_heuristic,low,
2023,3,建設・採掘,土木作業従事者,false,45776,0.550000,1.00,0.550000,83229,default_neutral,low,
2023,3,事務,外勤事務従事者,false,910,0.350000,1.00,0.350000,2600,default_neutral,low,
2023,3,輸送・機械運転,定置・建設機械運転従事者,false,19761,0.500000,1.00,0.500000,39522,default_neutral,low,
2023,3,サービス,家庭生活支援サービス職業従事者,true,2201,0.450000,1.00,0.450000,4891,default_neutral,low,
2023,3,専門・技術,専門的・技術的職業従事者,false,504276,0.340000,1.00,0.340000,1483165,default_neutral,low,
2023,3,サービス,居住施設・ビル等管理人,false,11054,0.450000,1.00,0.450000,24564,default_neutral,low,
2023,3,専門・技術,建築・土木・測量技術者,false,62477,0.340000,1.05,0.357000,175006,default_heuristic,low,
2023,3,建設・採掘,建設・採掘従事者,false,121804,0.550000,1.00,0.550000,221462,default_neutral,low,
2023,3,建設・採掘,建設従事者（建設躯体工事従事者を除く）,false,33289,0.550000,1.10,0.605000,55023,default_heuristic,low,
2023,3,建設・採掘,建設躯体工事従事者,false,22979,0.550000,1.10,0.605000,37982,default_heuristic,low,
2023,3,専門・技術,情報処理・通信技術者,false,50424,0.340000,0.55,0.187000,269647,default_heuristic,low,
2023,3,建設・採掘,採掘従事者,false,345,0.550000,1.00,0.550000,627,default_neutral,low,
2023,3,サービス,接客・給仕職業従事者,false,93932,0.450000,0.95,0.427500,219724,default_heuristic,low,
2023,3,生産工程,機械整備・修理従事者,false,37479,0.500000,1.00,0.500000,74958,default_neutral,low,
2023,3,生産工程,機械検査従事者,false,3980,0.500000,1.00,0.500000,7960,default_neutral,low,
2023,3,生産工程,機械組立従事者,false,26078,0.500000,1.00,0.500000,52156,default_neutral,low,
2023,3,生産工程,機械組立設備制御・監視従事者,false,2090,0.500000,1.00,0.500000,4180,default_neutral,low,
2023,3,運搬・清掃・包装等,清掃従事者,true,89370,0.480000,1.05,0.504000,177321,default_heuristic,low,
2023,3,サービス,生活衛生サービス職業従事者,false,37158,0.450000,0.95,0.427500,86919,default_heuristic,low,
2023,3,生産工程,生産工程従事者,false,229785,0.500000,1.10,0.550000,417791,default_heuristic,low,
2023,3,生産工程,生産設備制御・監視従事者（金属製品を除く）セ,false,5884,0.500000,1.00,0.500000,11768,default_neutral,low,
2023,3,生産工程,生産設備制御・監視従事者（金属製品）セ,false,2828,0.500000,1.00,0.500000,5656,default_neutral,low,
2023,3,生産工程,生産関連・生産類似作業従事者,false,15180,0.500000,1.00,0.500000,30360,default_neutral,low,
2023,3,事務,生産関連事務従事者,false,16430,0.350000,1.00,0.350000,46943,default_neutral,low,
2023,3,専門・技術,社会福祉専門職業従事者,true,129127,0.340000,1.20,0.408000,316488,default_heuristic,low,
2023,3,管理,管理的職業従事者,false,6990,0.200000,0.60,0.120000,58250,default_heuristic,low,
2023,3,専門・技術,美術家，デザイナー，写真家，映像撮影者,false,5922,0.340000,0.45,0.153000,38706,default_heuristic,low,
2023,3,総計,職業計,false,2335518,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,3,輸送・機械運転,自動車運転従事者,true,107291,0.500000,1.10,0.550000,195075,default_heuristic,low,
2023,3,輸送・機械運転,船舶・航空機運転従事者,false,94,0.500000,1.00,0.500000,188,default_neutral,low,
2023,3,生産工程,製品検査従事者（金属製品を除く）,false,7026,0.500000,1.00,0.500000,14052,default_neutral,low,
2023,3,生産工程,製品検査従事者（金属製品）,false,3970,0.500000,1.00,0.500000,7940,default_neutral,low,
2023,3,生産工程,製品製造・加工処理従事者（金属製品を除く）,false,78882,0.500000,1.00,0.500000,157764,default_neutral,low,
2023,3,生産工程,製品製造・加工処理従事者（金属製品）セ,false,46388,0.500000,1.00,0.500000,92776,default_neutral,low,
2023,3,専門・技術,製造技術者（開発を除く）,false,13784,0.340000,0.90,0.306000,45046,default_heuristic,low,
2023,3,専門・技術,製造技術者（開発）,false,14777,0.340000,0.75,0.255000,57949,default_heuristic,low,
2023,3,販売,販売従事者,false,217807,0.350000,0.80,0.280000,777882,default_heuristic,low,
2023,3,販売,販売類似職業従事者,false,6893,0.350000,0.85,0.297500,23170,default_heuristic,low,
2023,3,輸送・機械運転,輸送・機械運転従事者,false,134542,0.500000,1.05,0.525000,256270,default_heuristic,low,
2023,3,農林漁業,農林漁業従事者,false,20038,0.650000,1.00,0.650000,30828,default_neutral,low,
2023,3,運搬・清掃・包装等,運搬・清掃・包装等従事者,false,217682,0.480000,1.05,0.504000,431909,default_heuristic,low,
2023,3,運搬・清掃・包装等,運搬従事者,false,59366,0.480000,1.00,0.480000,123679,default_neutral,low,
2023,3,事務,運輸・郵便事務従事者,false,6389,0.350000,1.00,0.350000,18254,default_neutral,low,
2023,3,輸送・機械運転,鉄道運転従事者,false,71,0.500000,1.00,0.500000,142,default_neutral,low,
2023,3,建設・採掘,電気工事従事者,false,19415,0.550000,1.10,0.605000,32091,default_heuristic,low,
2023,3,サービス,飲食物調理従事者,true,137980,0.450000,1.00,0.450000,306622,default_neutral,low,
2023,4,サービス,その他のサービス職業従事者,false,31605,0.450000,1.00,0.450000,70233,default_neutral,low,
2023,4,専門・技術,その他の保健医療従事者,false,22547,0.340000,1.00,0.340000,66315,default_neutral,low,
2023,4,専門・技術,その他の専門的職業,false,34396,0.340000,1.00,0.340000,101165,default_neutral,low,
2023,4,専門・技術,その他の技術者,false,3689,0.340000,1.00,0.340000,10850,default_neutral,low,
2023,4,輸送・機械運転,その他の輸送従事者,false,7080,0.500000,1.00,0.500000,14160,default_neutral,low,
2023,4,運搬・清掃・包装等,その他の運搬・清掃・包装等従事者,false,54136,0.480000,1.00,0.480000,112783,default_neutral,low,
2023,4,サービス,サービス職業従事者,false,530919,0.450000,0.95,0.427500,1241916,default_heuristic,low,
2023,4,事務,一般事務従事者,true,152372,0.350000,0.85,0.297500,512175,default_heuristic,low,
2023,4,事務,事務従事者,true,221565,0.350000,0.85,0.297500,744756,default_heuristic,low,
2023,4,事務,事務用機器操作員,false,4872,0.350000,1.00,0.350000,13920,default_neutral,low,
2023,4,サービス,介護サービス職業従事者,true,201757,0.450000,1.25,0.562500,358679,default_heuristic,low,
2023,4,集計区分,介護関係職種（注２）カ,false,277164,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,4,事務,会計事務従事者,true,20173,0.350000,0.90,0.315000,64041,default_heuristic,low,
2023,4,専門・技術,保健医療サービス職業従事者,false,28235,0.340000,1.00,0.340000,83044,default_neutral,low,
2023,4,専門・技術,保健師，助産師，看護師,true,100629,0.340000,1.25,0.425000,236774,default_heuristic,low,
2023,4,保安,保安職業従事者,false,81596,0.450000,1.00,0.450000,181324,default_neutral,low,
2023,4,分類不能,分類不能の職業,false,0,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,4,運搬・清掃・包装等,包装従事者,false,10518,0.480000,1.00,0.480000,21912,default_neutral,low,
2023,4,専門・技術,医師，歯科医師，獣医師，薬剤師,true,10070,0.340000,1.15,0.391000,25754,default_heuristic,low,
2023,4,専門・技術,医療技術者,true,40820,0.340000,1.10,0.374000,109144,default_heuristic,low,
2023,4,販売,商品販売従事者,false,126897,0.350000,0.75,0.262500,483417,default_heuristic,low,
2023,4,事務,営業・販売事務従事者,false,20908,0.350000,0.85,0.297500,70279,default_heuristic,low,
2023,4,販売,営業職業従事者,true,80108,0.350000,0.85,0.297500,269271,default_heuristic,low,
2023,4,建設・採掘,土木作業従事者,false,45357,0.550000,1.00,0.550000,82467,default_neutral,low,
2023,4,事務,外勤事務従事者,false,746,0.350000,1.00,0.350000,2131,default_neutral,low,
2023,4,輸送・機械運転,定置・建設機械運転従事者,false,19325,0.500000,1.00,0.500000,38650,default_neutral,low,
2023,4,サービス,家庭生活支援サービス職業従事者,true,2151,0.450000,1.00,0.450000,4780,default_neutral,low,
2023,4,専門・技術,専門的・技術的職業従事者,false,477535,0.340000,1.00,0.340000,1404515,default_neutral,low,
2023,4,サービス,居住施設・ビル等管理人,false,10032,0.450000,1.00,0.450000,22293,default_neutral,low,
2023,4,専門・技術,建築・土木・測量技術者,false,61633,0.340000,1.05,0.357000,172641,default_heuristic,low,
2023,4,建設・採掘,建設・採掘従事者,false,120213,0.550000,1.00,0.550000,218569,default_neutral,low,
2023,4,建設・採掘,建設従事者（建設躯体工事従事者を除く）,false,32950,0.550000,1.10,0.605000,54463,default_heuristic,low,
2023,4,建設・採掘,建設躯体工事従事者,false,22411,0.550000,1.10,0.605000,37043,default_heuristic,low,
2023,4,専門・技術,情報処理・通信技術者,false,50251,0.340000,0.55,0.187000,268722,default_heuristic,low,
2023,4,建設・採掘,採掘従事者,false,302,0.550000,1.00,0.550000,549,default_neutral,low,
2023,4,サービス,接客・給仕職業従事者,false,88931,0.450000,0.95,0.427500,208026,default_heuristic,low,
2023,4,生産工程,機械整備・修理従事者,false,36892,0.500000,1.00,0.500000,73784,default_neutral,low,
2023,4,生産工程,機械検査従事者,false,3851,0.500000,1.00,0.500000,7702,default_neutral,low,
2023,4,生産工程,機械組立従事者,false,23960,0.500000,1.00,0.500000,47920,default_neutral,low,
2023,4,生産工程,機械組立設備制御・監視従事者,false,1933,0.500000,1.00,0.500000,3866,default_neutral,low,
2023,4,運搬・清掃・包装等,清掃従事者,true,85845,0.480000,1.05,0.504000,170327,default_heuristic,low,
2023,4,サービス,生活衛生サービス職業従事者,false,36662,0.450000,0.95,0.427500,85759,default_heuristic,low,
2023,4,生産工程,生産工程従事者,false,221708,0.500000,1.10,0.550000,403105,default_heuristic,low,
2023,4,生産工程,生産設備制御・監視従事者（金属製品を除く）セ,false,5833,0.500000,1.00,0.500000,11666,default_neutral,low,
2023,4,生産工程,生産設備制御・監視従事者（金属製品）セ,false,2841,0.500000,1.00,0.500000,5682,default_neutral,low,
2023,4,生産工程,生産関連・生産類似作業従事者,false,14903,0.500000,1.00,0.500000,29806,default_neutral,low,
2023,4,事務,生産関連事務従事者,false,15977,0.350000,1.00,0.350000,45649,default_neutral,low,
2023,4,専門・技術,社会福祉専門職業従事者,true,119835,0.340000,1.20,0.408000,293713,default_heuristic,low,
2023,4,管理,管理的職業従事者,false,6774,0.200000,0.60,0.120000,56450,default_heuristic,low,
2023,4,専門・技術,美術家，デザイナー，写真家，映像撮影者,false,5894,0.340000,0.45,0.153000,38523,default_heuristic,low,
2023,4,総計,職業計,false,2233720,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,4,輸送・機械運転,自動車運転従事者,true,105751,0.500000,1.10,0.550000,192275,default_heuristic,low,
2023,4,輸送・機械運転,船舶・航空機運転従事者,false,88,0.500000,1.00,0.500000,176,default_neutral,low,
2023,4,生産工程,製品検査従事者（金属製品を除く）,false,6555,0.500000,1.00,0.500000,13110,default_neutral,low,
2023,4,生産工程,製品検査従事者（金属製品）,false,3879,0.500000,1.00,0.500000,7758,default_neutral,low,
2023,4,生産工程,製品製造・加工処理従事者（金属製品を除く）,false,76560,0.500000,1.00,0.500000,153120,default_neutral,low,
2023,4,生産工程,製品製造・加工処理従事者（金属製品）セ,false,44501,0.500000,1.00,0.500000,89002,default_neutral,low,
2023,4,専門・技術,製造技術者（開発を除く）,false,13174,0.340000,0.90,0.306000,43052,default_heuristic,low,
2023,4,専門・技術,製造技術者（開発）,false,14597,0.340000,0.75,0.255000,57243,default_heuristic,low,
2023,4,販売,販売従事者,false,213674,0.350000,0.80,0.280000,763121,default_heuristic,low,
2023,4,販売,販売類似職業従事者,false,6669,0.350000,0.85,0.297500,22417,default_heuristic,low,
2023,4,輸送・機械運転,輸送・機械運転従事者,false,132313,0.500000,1.05,0.525000,252025,default_heuristic,low,
2023,4,農林漁業,農林漁業従事者,false,18586,0.650000,1.00,0.650000,28594,default_neutral,low,
2023,4,運搬・清掃・包装等,運搬・清掃・包装等従事者,false,208837,0.480000,1.05,0.504000,414359,default_heuristic,low,
2023,4,運搬・清掃・包装等,運搬従事者,false,58338,0.480000,1.00,0.480000,121538,default_neutral,low,
2023,4,事務,運輸・郵便事務従事者,false,6517,0.350000,1.00,0.350000,18620,default_neutral,low,
2023,4,輸送・機械運転,鉄道運転従事者,false,69,0.500000,1.00,0.500000,138,default_neutral,low,
2023,4,建設・採掘,電気工事従事者,false,19193,0.550000,1.10,0.605000,31724,default_heuristic,low,
2023,4,サービス,飲食物調理従事者,true,131546,0.450000,1.00,0.450000,292324,default_neutral,low,
2023,5,サービス,その他のサービス職業従事者,false,31365,0.450000,1.00,0.450000,69700,default_neutral,low,
2023,5,専門・技術,その他の保健医療従事者,false,23104,0.340000,1.00,0.340000,67953,default_neutral,low,
2023,5,専門・技術,その他の専門的職業,false,31323,0.340000,1.00,0.340000,92126,default_neutral,low,
2023,5,専門・技術,その他の技術者,false,3718,0.340000,1.00,0.340000,10935,default_neutral,low,
2023,5,輸送・機械運転,その他の輸送従事者,false,6829,0.500000,1.00,0.500000,13658,default_neutral,low,
2023,5,運搬・清掃・包装等,その他の運搬・清掃・包装等従事者,false,52337,0.480000,1.00,0.480000,109035,default_neutral,low,
2023,5,サービス,サービス職業従事者,false,536703,0.450000,0.95,0.427500,1255446,default_heuristic,low,
2023,5,事務,一般事務従事者,true,145134,0.350000,0.85,0.297500,487845,default_heuristic,low,
2023,5,事務,事務従事者,true,212741,0.350000,0.85,0.297500,715096,default_heuristic,low,
2023,5,事務,事務用機器操作員,false,4936,0.350000,1.00,0.350000,14103,default_neutral,low,
2023,5,サービス,介護サービス職業従事者,true,206557,0.450000,1.25,0.562500,367212,default_heuristic,low,
2023,5,集計区分,介護関係職種（注２）カ,false,281689,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,5,事務,会計事務従事者,true,19885,0.350000,0.90,0.315000,63127,default_heuristic,low,
2023,5,専門・技術,保健医療サービス職業従事者,false,27804,0.340000,1.00,0.340000,81776,default_neutral,low,
2023,5,専門・技術,保健師，助産師，看護師,true,99341,0.340000,1.25,0.425000,233744,default_heuristic,low,
2023,5,保安,保安職業従事者,false,81028,0.450000,1.00,0.450000,180062,default_neutral,low,
2023,5,分類不能,分類不能の職業,false,0,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,5,運搬・清掃・包装等,包装従事者,false,9890,0.480000,1.00,0.480000,20604,default_neutral,low,
2023,5,専門・技術,医師，歯科医師，獣医師，薬剤師,true,10187,0.340000,1.15,0.391000,26054,default_heuristic,low,
2023,5,専門・技術,医療技術者,true,40005,0.340000,1.10,0.374000,106965,default_heuristic,low,
2023,5,販売,商品販売従事者,false,127073,0.350000,0.75,0.262500,484088,default_heuristic,low,
2023,5,事務,営業・販売事務従事者,false,20190,0.350000,0.85,0.297500,67866,default_heuristic,low,
2023,5,販売,営業職業従事者,true,80123,0.350000,0.85,0.297500,269321,default_heuristic,low,
2023,5,建設・採掘,土木作業従事者,false,44614,0.550000,1.00,0.550000,81116,default_neutral,low,
2023,5,事務,外勤事務従事者,false,698,0.350000,1.00,0.350000,1994,default_neutral,low,
2023,5,輸送・機械運転,定置・建設機械運転従事者,false,19365,0.500000,1.00,0.500000,38730,default_neutral,low,
2023,5,サービス,家庭生活支援サービス職業従事者,true,2057,0.450000,1.00,0.450000,4571,default_neutral,low,
2023,5,専門・技術,専門的・技術的職業従事者,false,469042,0.340000,1.00,0.340000,1379535,default_neutral,low,
2023,5,サービス,居住施設・ビル等管理人,false,9826,0.450000,1.00,0.450000,21836,default_neutral,low,
2023,5,専門・技術,建築・土木・測量技術者,false,61298,0.340000,1.05,0.357000,171703,default_heuristic,low,
2023,5,建設・採掘,建設・採掘従事者,false,118254,0.550000,1.00,0.550000,215007,default_neutral,low,
2023,5,建設・採掘,建設従事者（建設躯体工事従事者を除く）,false,32474,0.550000,1.10,0.605000,53676,default_heuristic,low,
2023,5,建設・採掘,建設躯体工事従事者,false,21795,0.550000,1.10,0.605000,36025,default_heuristic,low,
2023,5,専門・技術,情報処理・通信技術者,false,49506,0.340000,0.55,0.187000,264738,default_heuristic,low,
2023,5,建設・採掘,採掘従事者,false,271,0.550000,1.00,0.550000,493,default_neutral,low,
2023,5,サービス,接客・給仕職業従事者,false,89364,0.450000,0.95,0.427500,209039,default_heuristic,low,
2023,5,生産工程,機械整備・修理従事者,false,36380,0.500000,1.00,0.500000,72760,default_neutral,low,
2023,5,生産工程,機械検査従事者,false,3457,0.500000,1.00,0.500000,6914,default_neutral,low,
2023,5,生産工程,機械組立従事者,false,22602,0.500000,1.00,0.500000,45204,default_neutral,low,
2023,5,生産工程,機械組立設備制御・監視従事者,false,1949,0.500000,1.00,0.500000,3898,default_neutral,low,
2023,5,運搬・清掃・包装等,清掃従事者,true,84479,0.480000,1.05,0.504000,167617,default_heuristic,low,
2023,5,サービス,生活衛生サービス職業従事者,false,37700,0.450000,0.95,0.427500,88187,default_heuristic,low,
2023,5,生産工程,生産工程従事者,false,215996,0.500000,1.10,0.550000,392720,default_heuristic,low,
2023,5,生産工程,生産設備制御・監視従事者（金属製品を除く）セ,false,5790,0.500000,1.00,0.500000,11580,default_neutral,low,
2023,5,生産工程,生産設備制御・監視従事者（金属製品）セ,false,2784,0.500000,1.00,0.500000,5568,default_neutral,low,
2023,5,生産工程,生産関連・生産類似作業従事者,false,14654,0.500000,1.00,0.500000,29308,default_neutral,low,
2023,5,事務,生産関連事務従事者,false,15343,0.350000,1.00,0.350000,43837,default_neutral,low,
2023,5,専門・技術,社会福祉専門職業従事者,true,117733,0.340000,1.20,0.408000,288561,default_heuristic,low,
2023,5,管理,管理的職業従事者,false,6422,0.200000,0.60,0.120000,53517,default_heuristic,low,
2023,5,専門・技術,美術家，デザイナー，写真家，映像撮影者,false,5724,0.340000,0.45,0.153000,37412,default_heuristic,low,
2023,5,総計,職業計,false,2207689,,,,,not_estimated,n/a,総計・集計区分・分類不能は occupation 推計対象外
2023,5,輸送・機械運転,自動車運転従事者,true,104485,0.500000,1.10,0.550000,189973,default_heuristic,low,
2023,5,輸送・機械運転,船舶・航空機運転従事者,false,75,0.500000,1.00,0.500000,150,default_neutral,low,
2023,5,生産工程,製品検査従事者（金属製品を除く）,false,6412,0.500000,1.00,0.500000,12824,default_neutral,low,
2023,5,生産工程,製品検査従事者（金属製品）,false,3685,0.500000,1.00,0.500000,7370,default_neutral,low,
2023,5,生産工程,製品製造・加工処理従事者（金属製品を除く）,false,75117,0.500000,1.00,0.500000,150234,default_neutral,low,
2023,5,生産工程,製品製造・加工処理従事者（金属製品）セ,false,43166,0.500000,1.00,0.500000,86332,default_neutral,low,
2023,5,専門・技術,製造技術者（開発を除く）,false,12798,0.340000,0.90,0.306000,41824,default_heuristic,low,
2023,5,専門・技術,製造技術者（開発）,false,14305,0.340000,0.75,0.255000,56098,default_heuristic,low,
2023,5,販売,販売従事者,false,213784,0.350000,0.80,0.280000,763514,default_heuristic,low,
2023,5,販売,販売類似職業従事者,false,6588,0.350000,0.85,0.297500,22145,default_heuristic,low,
